,word,tag,level_freq@a1,level_freq@a2,level_freq@b1,level_freq@b2,level_freq@c1,total_freq@total,nb_doc@a1,nb_doc@a2,nb_doc@b1,nb_doc@b2,nb_doc@c1,nb_doc@total
231,adept,JJ,0.0,0.0,0.0,0.4103,0.0,0.0803,0.0,0.0,0.0,1.0,0.0,1.0
232,adequate,JJ,0.0,0.0,0.0,0.0,0.8152,0.2268,0.0,0.0,0.0,0.0,1.0,1.0
233,adhere,VB,0.0,0.0,0.0,0.0,0.6091,0.0803,0.0,0.0,0.0,0.0,1.0,1.0
234,adhesive,NN,0.0,0.0,0.0,0.0,0.6091,0.0803,0.0,0.0,0.0,0.0,1.0,1.0
235,adjacent,JJ,0.0,0.0,0.0,0.1311,0.1804,0.6236,0.0,0.0,0.0,1.0,1.0,2.0
236,adjective,NN,0.0,0.887,0.0,0.0,3.1517,1.0669,0.0,1.0,0.0,0.0,2.0,3.0
237,adjust,VB,0.0,0.0,1.3622,0.3154,46.3912,9.3686,0.0,0.0,1.0,1.0,10.0,12.0
238,administration,NN,0.0,0.0,1.6375,0.0,6.7236,1.2833,0.0,0.0,1.0,0.0,4.0,5.0
239,administration_office,NN,0.0,0.0,0.0,0.0,0.9605,0.0717,0.0,0.0,0.0,0.0,1.0,1.0
240,administration_officer,NN,0.0,0.0,1.6375,0.0,0.0,0.2268,0.0,0.0,1.0,0.0,0.0,1.0
241,administrative,JJ,0.0,0.0,0.0,0.0,0.9605,0.0717,0.0,0.0,0.0,0.0,1.0,1.0
242,admirable,JJ,0.0,0.0,0.0,0.6524,1.0665,0.6714,0.0,0.0,0.0,1.0,1.0,2.0
243,admiral,NN,0.0,0.0,1.6375,0.0,0.0,0.2268,0.0,0.0,1.0,0.0,0.0,1.0
244,admiration,NN,0.0,0.0,0.0,5.5671,7.4189,3.5565,0.0,0.0,0.0,2.0,3.0,5.0
245,admire,VB,0.0,14.8253,26.6178,31.9078,17.544,27.1596,0.0,5.0,8.0,11.0,5.0,29.0
246,admirer,NN,0.0,0.0,0.0,5.9418,0.8152,1.7348,0.0,0.0,0.0,2.0,1.0,3.0
247,admiringly,RB,0.0,0.0,0.0,0.6729,0.0,0.0572,0.0,0.0,0.0,1.0,0.0,1.0
248,admission,NN,0.0,1.774,0.0,0.0,0.0,0.4535,0.0,1.0,0.0,0.0,0.0,1.0
249,admit,VB,0.0,0.0,14.5204,92.7841,106.742,50.6743,0.0,0.0,4.0,20.0,22.0,46.0
250,admittance,NN,0.0,0.0,0.0,0.0,0.1804,0.045,0.0,0.0,0.0,0.0,1.0,1.0
251,admittedly,RB,0.0,0.0,0.0,0.0,0.1804,0.045,0.0,0.0,0.0,0.0,1.0,1.0
252,adolescent,NN,0.0,0.0,0.0,0.0,0.8152,0.2268,0.0,0.0,0.0,0.0,1.0,1.0
253,adolescent,JJ,0.0,0.0,0.0,0.0,0.6091,0.0803,0.0,0.0,0.0,0.0,1.0,1.0
254,adopt,VB,0.0,0.0,2.7244,10.5994,11.9943,7.3447,0.0,0.0,2.0,7.0,4.0,13.0
255,adopter,NN,0.0,0.0,0.0,0.0,2.4366,0.3213,0.0,0.0,0.0,0.0,1.0,1.0
256,adoption,NN,0.0,0.0,1.3622,0.0,1.2183,0.9894,0.0,0.0,1.0,0.0,2.0,3.0
257,adoption_lifecycles,NN,0.0,0.0,0.0,0.0,0.6091,0.0803,0.0,0.0,0.0,0.0,1.0,1.0
258,adoption_pattern,NN,0.0,0.0,0.0,0.0,0.6091,0.0803,0.0,0.0,0.0,0.0,1.0,1.0
259,adoptive,JJ,0.0,0.0,1.3622,0.0,0.0,0.0812,0.0,0.0,1.0,0.0,0.0,1.0
260,adore,VB,0.0,0.0,0.0,2.6995,0.0,0.2295,0.0,0.0,0.0,3.0,0.0,3.0
261,adult,NN,15.7801,34.2227,76.7081,7.9769,19.5476,35.6973,2.0,10.0,11.0,3.0,6.0,32.0
262,adult_body,NN,0.0,0.0,0.0,0.0,1.0665,0.0796,0.0,0.0,0.0,0.0,1.0,1.0
263,adult_class,NN,0.0,0.887,0.0,0.0,0.0,0.2268,0.0,1.0,0.0,0.0,0.0,1.0
264,adult_entertainment,NN,0.0,0.0,0.0,0.4103,0.0,0.0803,0.0,0.0,0.0,1.0,0.0,1.0
265,adult_friend,NN,0.0,0.887,0.0,0.0,0.0,0.2268,0.0,1.0,0.0,0.0,0.0,1.0
266,adult_human,NN,0.0,0.5559,0.0,0.0,0.0,0.0812,0.0,1.0,0.0,0.0,0.0,1.0
267,adult_life,NN,0.0,0.0,2.5892,0.2622,0.6091,1.4692,0.0,0.0,1.0,1.0,1.0,3.0
268,adult_size,NN,0.0,0.0,0.0,0.0,0.6091,0.0803,0.0,0.0,0.0,0.0,1.0,1.0
269,adult_ticket,NN,0.0,0.0,1.6375,0.0,0.0,0.2268,0.0,0.0,1.0,0.0,0.0,1.0
270,adult_transition,NN,0.0,0.0,0.0,0.0,0.6091,0.0803,0.0,0.0,0.0,0.0,1.0,1.0
271,adulthood,NN,0.0,0.0,0.0,0.0,0.8152,0.2268,0.0,0.0,0.0,0.0,1.0,1.0
272,advance,NN,0.0,13.4858,24.8059,2.499,21.3571,14.1131,0.0,3.0,5.0,2.0,7.0,17.0
273,advance,VB,0.0,0.0,0.0,0.0,27.5258,4.0626,0.0,0.0,0.0,0.0,7.0,7.0
274,advanced,JJ,0.0,0.0,0.0,3.3735,9.7334,3.306,0.0,0.0,0.0,2.0,4.0,6.0
275,advancement,NN,0.0,0.0,0.0,0.0,0.1559,0.0314,0.0,0.0,0.0,0.0,1.0,1.0
276,advantage,NN,0.0,0.0,41.4192,29.7769,28.7325,22.5261,0.0,0.0,8.0,8.0,7.0,23.0
277,advantageous,JJ,0.0,0.0,0.0,0.0,0.1559,0.0314,0.0,0.0,0.0,0.0,1.0,1.0
278,advent,NN,0.0,0.0,0.0,0.0,0.8152,0.2268,0.0,0.0,0.0,0.0,1.0,1.0
279,adventure,NN,14.1719,20.0805,60.6046,35.177,9.9221,31.9133,2.0,5.0,9.0,10.0,3.0,29.0
280,adventurer,NN,0.0,0.0,0.0,0.8294,9.9225,2.2122,0.0,0.0,0.0,1.0,3.0,4.0
281,adventurous,JJ,0.0,0.887,2.5892,4.0614,0.0,2.1992,0.0,1.0,1.0,2.0,0.0,4.0
282,adverb,NN,0.0,0.887,0.0,0.0,0.0,0.2268,0.0,1.0,0.0,0.0,0.0,1.0
283,adversely,RB,0.0,0.0,0.0,3.1177,0.6091,1.1724,0.0,0.0,0.0,2.0,1.0,3.0
284,adversity,NN,0.0,0.0,0.0,0.1311,0.0,0.0314,0.0,0.0,0.0,1.0,0.0,1.0
285,advert,NN,0.0,0.0,10.3569,3.3735,3.2606,5.3751,0.0,0.0,4.0,2.0,3.0,9.0
286,advertise,VB,0.0,0.0,32.8057,22.935,6.7808,14.8921,0.0,0.0,6.0,9.0,3.0,18.0
287,advertisement,NN,27.756,1.774,25.8922,70.6321,24.0851,40.4353,2.0,2.0,9.0,20.0,5.0,38.0
288,advertiser,NN,0.0,0.0,1.3622,1.1852,1.6303,2.3109,0.0,0.0,1.0,2.0,2.0,5.0
289,advertising,NN,19.7371,0.0,0.0,57.4375,4.9109,15.9486,8.0,0.0,0.0,14.0,2.0,24.0
290,advertising_agency,NN,0.0,0.0,2.5892,0.5926,0.0,0.6577,0.0,0.0,1.0,1.0,0.0,2.0
291,advertising_authority,NN,0.0,0.0,0.0,0.5926,0.0,0.0504,0.0,0.0,0.0,1.0,0.0,1.0
292,advertising_billboard,NN,0.0,0.0,0.0,0.5926,0.0,0.0504,0.0,0.0,0.0,1.0,0.0,1.0
293,advertising_board,NN,0.0,0.0,0.0,0.7308,0.0,0.0621,0.0,0.0,0.0,1.0,0.0,1.0
294,advertising_campaign,NN,0.0,0.0,0.0,2.963,0.0,0.2518,0.0,0.0,0.0,4.0,0.0,4.0
295,advertising_company,NN,0.0,0.887,0.0,0.5926,0.0,0.6345,0.0,1.0,0.0,1.0,0.0,2.0
296,advertising_executive,NN,2.4671,0.0,0.0,0.0,0.0,0.0812,1.0,0.0,0.0,0.0,0.0,1.0
297,advertising_industry,NN,0.0,0.0,0.0,0.0,0.8152,0.2268,0.0,0.0,0.0,0.0,1.0,1.0
298,advertising_people,NN,0.0,0.0,0.0,0.5926,0.0,0.0504,0.0,0.0,0.0,1.0,0.0,1.0
299,advertising_picture,NN,0.0,0.0,0.0,0.5926,0.0,0.0504,0.0,0.0,0.0,1.0,0.0,1.0
300,advertize,VB,0.0,0.0,0.0,0.0,0.1804,0.045,0.0,0.0,0.0,0.0,1.0,1.0
301,advertizing_campaign,NN,0.0,0.0,0.0,0.0,0.3609,0.0901,0.0,0.0,0.0,0.0,1.0,1.0
302,advertizing_culture,NN,0.0,0.0,0.0,0.0,0.1804,0.045,0.0,0.0,0.0,0.0,1.0,1.0
303,advice,NN,4.7364,19.1647,184.9528,83.6702,46.8555,73.4542,1.0,6.0,19.0,22.0,10.0,58.0
304,advice_site,NN,0.0,0.887,0.0,0.0,0.0,0.2268,0.0,1.0,0.0,0.0,0.0,1.0
305,advisable,JJ,0.0,0.0,0.0,0.8294,1.2183,0.8695,0.0,0.0,0.0,1.0,2.0,3.0
306,advise,VB,0.0,0.0,40.4136,31.7708,7.2889,18.2403,0.0,0.0,9.0,9.0,3.0,21.0
307,advisor,NN,0.0,0.0,0.0,10.361,0.9605,2.9147,0.0,0.0,0.0,3.0,1.0,4.0
308,advocacy,NN,0.0,0.0,0.0,0.0,0.8152,0.2268,0.0,0.0,0.0,0.0,1.0,1.0
309,advocate,NN,0.0,0.0,0.0,0.0,0.8152,0.2268,0.0,0.0,0.0,0.0,1.0,1.0
310,aerobics,NN,9.8685,0.0,0.0,0.0,0.0,0.325,1.0,0.0,0.0,0.0,0.0,1.0
311,aerobics_video,NN,2.4671,0.0,0.0,0.0,0.0,0.0812,1.0,0.0,0.0,0.0,0.0,1.0
312,aeroplane,NN,0.0,9.6088,4.9124,3.8497,0.0,4.8778,0.0,4.0,1.0,2.0,0.0,7.0
313,aesthetic,NN,0.0,0.0,0.0,0.0,0.1804,0.045,0.0,0.0,0.0,0.0,1.0,1.0
314,aesthetic,JJ,0.0,0.0,0.0,0.8294,0.1804,0.611,0.0,0.0,0.0,1.0,1.0,2.0
315,affair,NN,0.0,0.0,0.0,79.1649,10.1997,19.5162,0.0,0.0,0.0,22.0,4.0,26.0
316,affect,VB,0.0,6.7572,29.3709,105.7077,68.3038,56.0936,0.0,3.0,7.0,27.0,15.0,52.0
317,affection,NN,0.0,0.0,8.042,1.3498,2.133,3.3339,0.0,0.0,2.0,2.0,2.0,6.0
318,affectionate,JJ,0.0,0.0,0.0,5.4989,4.6746,2.8785,0.0,0.0,0.0,2.0,2.0,4.0
319,affectionately,RB,0.0,0.0,0.0,10.3311,0.0,1.876,0.0,0.0,0.0,3.0,0.0,3.0
320,affiliate,VB,0.0,0.0,1.6375,0.0,0.0,0.2268,0.0,0.0,1.0,0.0,0.0,1.0
321,afford,VB,0.0,1.1119,22.0986,33.995,9.794,17.7037,0.0,2.0,5.0,9.0,3.0,19.0
322,affordable,JJ,0.0,0.0,2.1495,0.5926,1.2183,1.9885,0.0,0.0,1.0,1.0,2.0,4.0
323,afraid,RB,0.0,0.7704,0.0,0.0,0.0,0.0292,0.0,1.0,0.0,0.0,0.0,1.0
324,afraid,VB,0.0,0.0,0.0,0.6524,0.0,0.0555,0.0,0.0,0.0,1.0,0.0,1.0
325,afraid,JJ,297.1785,371.714,99.9261,233.3574,235.5445,266.3869,15.0,42.0,13.0,42.0,31.0,143.0
326,african,JJ,0.0,22.675,11.0493,0.6524,15.1686,11.0647,0.0,4.0,2.0,1.0,4.0,11.0
327,afro-caribbean,JJ,0.0,0.0,0.0,0.0,0.1804,0.045,0.0,0.0,0.0,0.0,1.0,1.0
328,afro-cuban,JJ,0.0,0.2873,0.0,0.0,0.0,0.0121,0.0,1.0,0.0,0.0,0.0,1.0
329,after,IN,1354.4427,1328.4201,1750.1523,1673.0667,1512.0704,1563.9563,53.0,102.0,95.0,156.0,132.0,538.0
330,after,RB,1.4193,0.0,15.5817,79.6452,64.4491,42.3758,1.0,0.0,5.0,17.0,15.0,38.0
331,after,RP,0.0,0.5559,0.0,0.0,0.0,0.0812,0.0,1.0,0.0,0.0,0.0,1.0
332,afterlife,NN,0.0,1.0911,0.0,0.0,0.0,0.0413,0.0,2.0,0.0,0.0,0.0,2.0
333,afternoon,NN,585.0473,139.8217,112.2651,101.5677,188.8851,163.4168,29.0,21.0,14.0,26.0,29.0,119.0
334,afternoon_activity,NN,0.0,0.0,0.296,0.0,0.0,0.0314,0.0,0.0,1.0,0.0,0.0,1.0
335,afternoon_light,NN,0.0,0.0,0.0,0.0,0.9357,0.0698,0.0,0.0,0.0,0.0,1.0,1.0
336,afternoon_paper,NN,0.0,0.0,0.0,0.7308,0.0,0.0621,0.0,0.0,0.0,1.0,0.0,1.0
337,afternoon_sleep,NN,0.0,0.0,0.0,0.0,2.133,0.1591,0.0,0.0,0.0,0.0,2.0,2.0
338,afternoon_snack,NN,0.0,0.0,2.7244,0.0,0.0,0.1625,0.0,0.0,2.0,0.0,0.0,2.0
339,afternoon_sun,NN,0.0,0.8051,0.0,0.0,0.9605,0.5903,0.0,1.0,0.0,0.0,1.0,2.0
340,afternoon_tea,NN,0.0,0.0,0.0,0.6524,0.3609,0.869,0.0,0.0,0.0,1.0,1.0,2.0
341,aftershock,NN,0.0,0.0,1.3622,0.0,0.0,0.0812,0.0,0.0,1.0,0.0,0.0,1.0
342,afterward,RB,0.0,0.0,0.0,0.0,0.8152,0.2268,0.0,0.0,0.0,0.0,1.0,1.0
343,afterwards,RB,12.2526,0.0,21.5411,85.0953,42.077,40.0546,2.0,0.0,4.0,19.0,10.0,35.0
344,again,RB,1387.5304,1529.9981,1070.1326,1177.8675,904.5212,1213.9671,35.0,104.0,64.0,112.0,89.0,404.0
345,again,NN,0.0,0.0,0.0,0.6524,0.0,0.0555,0.0,0.0,0.0,1.0,0.0,1.0
346,against,IN,2.4103,81.1108,80.7549,318.0579,469.9765,242.7543,1.0,14.0,12.0,47.0,65.0,139.0
347,against,VB,2.4103,0.0,0.0,0.0,0.0,0.0125,1.0,0.0,0.0,0.0,0.0,1.0
348,age,VB,0.0,9.4298,2.5892,9.6472,33.3048,18.0355,0.0,3.0,1.0,4.0,6.0,14.0
349,age,NN,2.9398,98.7653,274.6423,191.2125,123.881,154.6561,1.0,14.0,27.0,35.0,29.0,106.0
350,age-old,JJ,0.0,0.0,0.0,0.0,0.6091,0.0803,0.0,0.0,0.0,0.0,1.0,1.0
351,age_group,NN,0.0,0.0,2.5892,1.6588,0.0,1.2906,0.0,0.0,1.0,1.0,0.0,2.0
352,aged,JJ,0.0,1.0307,2.1495,3.4027,0.8152,3.4366,0.0,3.0,1.0,2.0,1.0,7.0
353,agency,NN,0.0,6.1635,13.9353,0.4103,4.6544,5.0131,0.0,3.0,3.0,1.0,2.0,9.0
354,agenda,NN,0.0,0.0,0.0,1.6588,0.0,0.4535,0.0,0.0,0.0,1.0,0.0,1.0
355,agent,NN,0.0,0.0,0.0,48.442,25.2209,17.3258,0.0,0.0,0.0,16.0,6.0,22.0
356,aggravation,NN,0.0,0.0,0.0,0.8294,0.0,0.2268,0.0,0.0,0.0,1.0,0.0,1.0
357,aggression,NN,0.0,0.0,1.3622,0.0,0.0,0.0812,0.0,0.0,1.0,0.0,0.0,1.0
358,aggressive,JJ,0.0,0.3436,48.7842,6.3851,0.9357,12.6746,0.0,1.0,8.0,3.0,1.0,13.0
359,aggressively,RB,0.0,0.0,0.0,0.4103,0.8152,0.7357,0.0,0.0,0.0,1.0,1.0,2.0
360,agile,JJ,0.0,0.0,0.0,0.1311,0.0,0.0314,0.0,0.0,0.0,1.0,0.0,1.0
361,agility,NN,0.0,0.0,0.0,0.1311,0.0,0.0314,0.0,0.0,0.0,1.0,0.0,1.0
362,agitated,JJ,0.9027,0.0,0.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,1.0
363,ago,RB,212.4596,412.834,543.5173,363.0198,232.7338,368.1792,10.0,52.0,57.0,60.0,37.0,216.0
364,agrarian,JJ,0.0,0.0,0.0,0.0,0.6091,0.0803,0.0,0.0,0.0,0.0,1.0,1.0
365,agree,VB,3.4417,210.3897,279.5339,362.439,207.7929,249.3736,1.0,28.0,32.0,69.0,33.0,163.0
366,agreeable,JJ,0.0,0.0,0.0,0.0,0.8152,0.2268,0.0,0.0,0.0,0.0,1.0,1.0
367,agreement,NN,0.0,0.0,6.3991,42.0169,1.0665,13.0416,0.0,0.0,2.0,10.0,1.0,13.0
368,agricultural,JJ,0.0,0.0,0.0,0.4103,0.6091,0.1606,0.0,0.0,0.0,1.0,1.0,2.0
369,agriculture,NN,0.0,0.0,1.6375,2.7716,4.6977,2.8218,0.0,0.0,1.0,2.0,2.0,5.0
370,ah,UH,44.3198,93.3441,19.4151,76.7837,5.057,57.5294,5.0,16.0,4.0,16.0,2.0,43.0
371,ah,NN,0.0,0.0,0.0,0.6524,0.0,0.0555,0.0,0.0,0.0,1.0,0.0,1.0
372,ahead,RB,0.0,1.1119,27.3849,76.5041,84.848,45.8497,0.0,2.0,5.0,16.0,17.0,40.0
373,ahold,RB,0.0,0.5559,0.0,0.0,0.0,0.0812,0.0,1.0,0.0,0.0,0.0,1.0
374,aid,NN,0.0,0.5798,0.5308,7.8372,0.0,3.4342,0.0,1.0,1.0,2.0,0.0,4.0
375,aid_agency,NN,0.0,0.0,0.0,0.0,0.1559,0.0314,0.0,0.0,0.0,0.0,1.0,1.0
376,aids,NN,0.0,0.0,0.0,0.5926,0.0,0.0504,0.0,0.0,0.0,1.0,0.0,1.0
377,ail,VB,0.0,0.0,0.0,0.0,1.6303,0.4535,0.0,0.0,0.0,0.0,2.0,2.0
378,aim,NN,0.0,0.0,2.1495,18.3884,35.2711,13.8247,0.0,0.0,1.0,7.0,8.0,16.0
379,aim,VB,0.0,0.0,2.5892,19.5191,67.3734,23.1225,0.0,0.0,1.0,6.0,15.0,22.0
380,aimlessly,RB,0.0,0.0,0.0,0.7308,0.9086,0.6792,0.0,0.0,0.0,1.0,1.0,2.0
381,air,VB,0.0,0.0,0.0,0.0,0.6091,0.0803,0.0,0.0,0.0,0.0,1.0,1.0
382,air,NN,33.001,123.6682,110.5452,184.2245,271.1812,183.9023,3.0,20.0,10.0,31.0,37.0,101.0
383,air-conditioner,NN,0.0,0.887,0.0,0.0,0.0,0.2268,0.0,1.0,0.0,0.0,0.0,1.0
384,air_car,NN,0.0,0.0,0.0,0.0,1.6303,0.4535,0.0,0.0,0.0,0.0,2.0,2.0
385,air_conditioning,NN,2.9398,0.3436,22.5387,0.0,0.6091,4.8695,1.0,1.0,5.0,0.0,1.0,8.0
386,air_jazz,NN,0.0,0.887,0.0,0.0,0.0,0.2268,0.0,1.0,0.0,0.0,0.0,1.0
387,air_lighthouse,NN,0.0,0.0,0.0,0.0,2.133,0.1591,0.0,0.0,0.0,0.0,1.0,1.0
388,air_mattress,NN,0.0,0.0,0.0,0.0,0.8152,0.2268,0.0,0.0,0.0,0.0,1.0,1.0
389,air_pollution,NN,0.0,0.0,0.0,2.5216,0.0,0.7057,0.0,0.0,0.0,2.0,0.0,2.0
390,air_power,NN,0.0,0.0,0.0,0.0,1.6303,0.4535,0.0,0.0,0.0,0.0,2.0,2.0
391,air_pump,NN,0.0,0.0,0.0,0.0,0.8152,0.2268,0.0,0.0,0.0,0.0,1.0,1.0
392,air_quality,NN,0.0,0.0,0.0,0.1012,0.0,0.0812,0.0,0.0,0.0,1.0,0.0,1.0
393,air_raid,NN,0.0,0.0,0.0,0.0,0.8152,0.2268,0.0,0.0,0.0,0.0,1.0,1.0
394,air_tank,NN,0.0,0.0,0.0,0.0,2.4455,0.6803,0.0,0.0,0.0,0.0,3.0,3.0
395,air_temperature,NN,0.0,0.0,0.0,0.0,0.8152,0.2268,0.0,0.0,0.0,0.0,1.0,1.0
396,air_travel,NN,0.0,0.0,0.0,0.4103,0.0,0.0803,0.0,0.0,0.0,1.0,0.0,1.0
397,airbag,NN,0.0,0.0,0.0,0.0,0.8152,0.2268,0.0,0.0,0.0,0.0,1.0,1.0
398,airbrush,VB,0.0,0.0,0.0,0.0,2.4455,0.6803,0.0,0.0,0.0,0.0,2.0,2.0
399,aircraft,NN,0.0,0.0,0.0,0.0,4.6544,0.7357,0.0,0.0,0.0,0.0,2.0,2.0
400,aircraft_cushion,NN,0.0,0.0,0.0,0.0,0.6091,0.0803,0.0,0.0,0.0,0.0,1.0,1.0
401,aircraft_hangar,NN,0.0,0.0,0.0,0.0,0.6091,0.0803,0.0,0.0,0.0,0.0,1.0,1.0
402,aircraft_part,NN,0.0,0.0,0.0,0.0,0.9605,0.0717,0.0,0.0,0.0,0.0,1.0,1.0
403,aircrew,NN,0.0,0.0,0.0,0.5926,0.0,0.0504,0.0,0.0,0.0,1.0,0.0,1.0
404,airless,JJ,0.0,0.0,0.0,0.7308,0.9086,0.6792,0.0,0.0,0.0,1.0,1.0,2.0
405,airline,NN,0.0,0.887,0.0,5.0634,0.0,1.7689,0.0,1.0,0.0,3.0,0.0,4.0
406,airline_pilot,NN,0.0,0.0,0.0,0.8294,0.6091,0.7357,0.0,0.0,0.0,1.0,1.0,2.0
407,airline_ticket,NN,0.0,0.0,1.6375,0.0,0.0,0.2268,0.0,0.0,1.0,0.0,0.0,1.0
408,airmail,NN,0.0,0.0,0.0,0.6524,0.0,0.0555,0.0,0.0,0.0,1.0,0.0,1.0
409,airplane,NN,0.0,0.0,0.0,0.0,4.6544,0.7357,0.0,0.0,0.0,0.0,2.0,2.0
410,airport,NN,11.7591,133.0047,157.3632,23.6391,2.4455,84.5165,3.0,13.0,24.0,6.0,2.0,48.0
411,airport_bank,NN,0.0,0.0,1.6375,0.0,0.0,0.2268,0.0,0.0,1.0,0.0,0.0,1.0
412,airshow,NN,0.0,0.2873,0.0,0.0,0.0,0.0121,0.0,1.0,0.0,0.0,0.0,1.0
413,airstrip,NN,0.0,0.0,0.0,0.0,0.1559,0.0314,0.0,0.0,0.0,0.0,1.0,1.0
414,airtime,NN,0.0,0.0,0.0,0.0,0.6091,0.0803,0.0,0.0,0.0,0.0,1.0,1.0
415,airy,JJ,0.0,0.0,2.1495,0.0,0.0,0.0613,0.0,0.0,1.0,0.0,0.0,1.0
416,aisle,NN,0.0,0.0,0.0,0.4103,0.0,0.0803,0.0,0.0,0.0,1.0,0.0,1.0
417,akin,JJ,0.0,0.0,0.0,0.8294,0.0,0.2268,0.0,0.0,0.0,1.0,0.0,1.0
418,alarm,NN,0.0,1.5223,2.5892,19.5458,23.5238,13.9548,0.0,1.0,1.0,6.0,5.0,13.0
419,alarm,VB,0.0,0.2879,0.0,0.7308,5.0999,1.7753,0.0,1.0,0.0,1.0,2.0,4.0
420,alarm_clock,NN,0.0,0.5074,0.0,0.8294,0.0,0.4549,0.0,1.0,0.0,1.0,0.0,2.0
421,alarm_system,NN,0.0,0.0,0.0,0.5926,0.0,0.0504,0.0,0.0,0.0,1.0,0.0,1.0
422,alarmed,JJ,0.0,0.0,0.0,0.6524,3.1995,1.2874,0.0,0.0,0.0,1.0,3.0,4.0
423,alarming,JJ,0.0,0.0,0.0,0.8205,8.0357,2.1864,0.0,0.0,0.0,2.0,3.0,5.0
424,alas,UH,0.0,0.0,0.0,0.0,0.1804,0.045,0.0,0.0,0.0,0.0,1.0,1.0
425,album,NN,16.5775,0.3436,16.7341,25.591,0.0,10.0575,2.0,1.0,3.0,7.0,0.0,13.0
426,alcohol,NN,0.0,7.2377,12.8442,6.5536,20.5108,13.6702,0.0,3.0,3.0,4.0,6.0,16.0
427,alcohol_bottle,NN,0.0,0.0,2.1495,0.0,0.0,0.0613,0.0,0.0,1.0,0.0,0.0,1.0
428,alcohol_intake,NN,0.0,0.0,0.0,0.1311,0.0,0.0314,0.0,0.0,0.0,1.0,0.0,1.0
429,alert,VB,0.0,0.0,0.0,0.0,0.6091,0.0803,0.0,0.0,0.0,0.0,1.0,1.0
430,alert,NN,0.0,0.0,0.0,0.0,0.1804,0.045,0.0,0.0,0.0,0.0,1.0,1.0
431,alert,JJ,0.0,0.0,0.0,0.0,1.6303,0.4535,0.0,0.0,0.0,0.0,2.0,2.0
432,alfresco,JJ,0.0,0.0,1.6375,0.0,0.0,0.2268,0.0,0.0,1.0,0.0,0.0,1.0
433,algebra,NN,0.0,0.0,1.3622,0.0,0.0,0.0812,0.0,0.0,1.0,0.0,0.0,1.0
434,algerian,JJ,0.0,0.0,0.0,0.0,0.1559,0.0314,0.0,0.0,0.0,0.0,1.0,1.0
435,algorithm,NN,0.0,0.0,0.0,0.0,1.6303,0.4535,0.0,0.0,0.0,0.0,2.0,2.0
436,alibi,NN,0.0,0.0,0.0,2.6098,0.0,0.2218,0.0,0.0,0.0,3.0,0.0,3.0
437,alien,NN,0.0,0.0,0.0,0.8294,0.1804,0.611,0.0,0.0,0.0,1.0,1.0,2.0
438,alien,JJ,0.0,0.0,0.0,5.8056,0.0,1.5874,0.0,0.0,0.0,3.0,0.0,3.0
439,alienate,VB,0.0,0.0,0.0,0.0,0.6091,0.0803,0.0,0.0,0.0,0.0,1.0,1.0
440,align,VB,0.0,0.0,0.0,0.0,0.8152,0.2268,0.0,0.0,0.0,0.0,1.0,1.0
441,alike,JJ,0.0,0.5559,0.0,0.4103,0.0,0.7057,0.0,1.0,0.0,1.0,0.0,2.0
442,alike,RB,0.0,1.1119,0.296,0.0,16.2406,5.5225,0.0,2.0,1.0,0.0,5.0,8.0
443,alive,JJ,2.3682,39.8821,46.8306,61.0007,115.6992,74.4701,1.0,8.0,8.0,17.0,21.0,55.0
444,alive,NN,3.4417,0.0,0.0,0.0,0.0,0.0178,1.0,0.0,0.0,0.0,0.0,1.0
445,all,VB,0.0,0.0,0.0,0.0,1.0665,0.0796,0.0,0.0,0.0,0.0,1.0,1.0
446,all,RB,425.4561,480.2618,647.2625,823.8785,708.8081,682.7952,23.0,46.0,67.0,97.0,83.0,316.0
447,all,PDT,496.5364,692.9881,1129.3933,953.2873,1087.4478,944.4723,22.0,76.0,96.0,127.0,115.0,436.0
448,all,DT,1057.2327,1086.1677,1344.6408,1375.7539,1563.738,1355.3597,41.0,93.0,107.0,148.0,163.0,552.0
449,all-american,JJ,0.0,0.0,0.0,0.3154,0.0,0.045,0.0,0.0,0.0,1.0,0.0,1.0
450,all-electric,JJ,0.0,0.0,0.0,0.0,0.1559,0.0314,0.0,0.0,0.0,0.0,1.0,1.0
451,all-powerful,JJ,0.0,0.0,0.0,0.0,0.9357,0.0698,0.0,0.0,0.0,0.0,1.0,1.0
452,all-purpose,JJ,0.0,0.0,0.0,0.8294,0.8152,0.4535,0.0,0.0,0.0,1.0,1.0,2.0
453,all-round,JJ,0.0,0.0,0.0,0.0,0.8152,0.2268,0.0,0.0,0.0,0.0,1.0,1.0
454,all-time,JJ,0.0,0.0,0.0,0.8294,0.0,0.2268,0.0,0.0,0.0,1.0,0.0,1.0
455,all-women,JJ,0.0,0.887,0.0,0.0,0.0,0.2268,0.0,1.0,0.0,0.0,0.0,1.0
456,allay,VB,0.0,0.0,0.0,0.0,0.8152,0.2268,0.0,0.0,0.0,0.0,1.0,1.0
457,allege,VB,0.0,0.0,0.0,0.0,0.1559,0.0314,0.0,0.0,0.0,0.0,1.0,1.0
458,allegedly,RB,0.0,0.0,0.0,0.0,0.1559,0.0314,0.0,0.0,0.0,0.0,1.0,1.0
459,allergic,JJ,2.4671,7.4126,0.0,0.0,0.0,1.4763,1.0,3.0,0.0,0.0,0.0,4.0
